InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
552894,21888,BINGO SET,1,5/12/2011 10:53,3.75,14606,United Kingdom,3.75
560125,23319,BOX OF 6 MINI 50'S CRACKERS,1,7/15/2011 10:44,2.49,18118,United Kingdom,2.49
537160,22694,WICKER STAR,3,12/5/2010 13:18,2.1,14161,United Kingdom,6.3
552662,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,3,5/10/2011 15:04,2.08,,United Kingdom,6.24
549185,22978,PANTRY ROLLING PIN,6,4/7/2011 9:35,3.75,18272,United Kingdom,22.5
577358,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,11/18/2011 15:59,1.63,,United Kingdom,3.26
542115,21213,PACK OF 72 SKULL CAKE CASES,1,1/25/2011 14:01,2.08,,United Kingdom,2.08
579539,22699,ROSES REGENCY TEACUP AND SAUCER,6,11/30/2011 10:06,2.95,14911,EIRE,17.7
541830,84598,BOYS ALPHABET IRON ON PATCHES,7,1/21/2011 17:09,0.42,,United Kingdom,2.94
567200,21975,PACK OF 60 DINOSAUR CAKE CASES,24,9/19/2011 10:15,0.55,16460,United Kingdom,13.2
552315,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,5/8/2011 16:10,0.85,12700,France,10.2
566164,22041,"RECORD FRAME 7"" SINGLE SIZE",6,9/9/2011 11:56,5.79,,United Kingdom,34.74
543909,22858,EASTER TIN KEEPSAKE,6,2/14/2011 12:32,1.45,,United Kingdom,8.7
547251,21169,YOU'RE CONFUSING ME METAL SIGN,12,3/22/2011 9:43,1.69,17865,United Kingdom,20.28
574022,23084,RABBIT NIGHT LIGHT,48,11/2/2011 12:20,1.79,12594,Italy,85.92
579399,23245,SET OF 3 REGENCY CAKE TINS,3,11/29/2011 12:09,4.95,13137,United Kingdom,14.85
539958,85132A,CHARLIE + LOLA BISCUITS TINS,3,12/23/2010 13:26,8.47,,United Kingdom,25.41
552108,21931,JUMBO STORAGE BAG SUKI,1,5/6/2011 11:36,2.08,17841,United Kingdom,2.08
578270,21218,RED SPOTTY BISCUIT TIN,1,11/23/2011 13:39,8.29,14096,United Kingdom,8.29
540953,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,1/12/2011 13:16,0.42,14587,United Kingdom,0.84
560895,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/21/2011 17:12,2.95,13089,United Kingdom,17.7
576832,22630,DOLLY GIRL LUNCH BOX,12,11/16/2011 15:01,1.95,13102,United Kingdom,23.4
544339,22699,ROSES REGENCY TEACUP AND SAUCER,6,2/18/2011 9:04,2.95,15228,United Kingdom,17.7
545105,22899,CHILDREN'S APRON DOLLY GIRL,12,2/28/2011 11:58,2.1,12598,France,25.2
548522,20754,RETROSPOT RED WASHING UP GLOVES,2,3/31/2011 16:43,4.13,,United Kingdom,8.26
577768,22074,6 RIBBONS SHIMMERING PINKS,1,11/21/2011 15:18,1.25,,United Kingdom,1.25
563430,22297,HEART IVORY TRELLIS SMALL,24,8/16/2011 11:50,1.25,14918,United Kingdom,30
570488,23183,MOTHER'S KITCHEN SPOON REST,2,10/10/2011 17:12,7.46,14096,United Kingdom,14.92
558904,22355,CHARLOTTE BAG SUKI DESIGN,6,7/4/2011 16:18,1.63,,United Kingdom,9.78
548808,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,4/4/2011 12:55,11.95,17774,United Kingdom,23.9
579098,21985,PACK OF 12 HEARTS DESIGN TISSUES,4,11/28/2011 11:18,0.39,14606,United Kingdom,1.56
537262,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/6/2010 11:26,1.95,15039,United Kingdom,19.5
571064,20828,GLITTER BUTTERFLY CLIPS,2,10/13/2011 14:48,2.55,17181,United Kingdom,5.1
552202,47566,PARTY BUNTING,8,5/6/2011 14:51,4.95,12414,Austria,39.6
538071,22732,3D VINTAGE CHRISTMAS STICKERS,1,12/9/2010 14:09,2.51,,United Kingdom,2.51
559984,23207,LUNCH BAG ALPHABET DESIGN,1,7/14/2011 11:45,1.65,16657,United Kingdom,1.65
572986,22024,RAINY LADIES BIRTHDAY CARD,12,10/27/2011 10:51,0.42,12681,France,5.04
546306,35914,PINK CHICK EGG WARMER + EGG CUP,2,3/10/2011 16:16,0.83,,United Kingdom,1.66
538208,22110,BIRD HOUSE HOT WATER BOTTLE,1,12/10/2010 11:39,2.55,14037,United Kingdom,2.55
543801,22358,KINGS CHOICE TEA CADDY,1,2/13/2011 11:52,2.95,17811,United Kingdom,2.95
567304,23408,PHOTO FRAME LINEN AND LACE SMALL,3,9/19/2011 13:27,2.08,14704,United Kingdom,6.24
557324,21326,AGED GLASS SILVER T-LIGHT HOLDER,14,6/20/2011 9:41,1.63,,United Kingdom,22.82
568390,21260,FIRST AID TIN,6,9/27/2011 10:08,3.25,17811,United Kingdom,19.5
558761,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,7/3/2011 12:52,6.95,15033,United Kingdom,13.9
554380,85174,S/4 CACTI CANDLES,8,5/24/2011 11:45,4.95,16709,United Kingdom,39.6
558196,22674,FRENCH TOILET SIGN BLUE METAL,6,6/27/2011 12:38,1.25,16033,United Kingdom,7.5
551653,22192,BLUE DINER WALL CLOCK,2,5/3/2011 12:03,8.5,13282,United Kingdom,17
536623,22815,CARD PSYCHEDELIC APPLES,24,12/2/2010 10:39,0.42,15601,United Kingdom,10.08
539333,22507,MEMO BOARD RETROSPOT  DESIGN,4,12/17/2010 9:52,4.95,13627,United Kingdom,19.8
542420,22348,TEA BAG PLATE RED RETROSPOT,6,1/27/2011 18:05,0.85,17180,United Kingdom,5.1
552036,22514,CHILDS GARDEN SPADE BLUE,2,5/5/2011 19:16,2.1,12748,United Kingdom,4.2
541104,84078A,SET/4 WHITE RETRO STORAGE CUBES,1,1/13/2011 14:29,74.96,,United Kingdom,74.96
536876,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,12/3/2010 11:36,1.84,,United Kingdom,11.04
546486,15058A,BLUE POLKADOT GARDEN PARASOL,1,3/14/2011 11:41,7.95,15039,United Kingdom,7.95
550631,22626,BLACK KITCHEN SCALES,2,4/19/2011 14:51,8.5,15225,United Kingdom,17
539492,22616,PACK OF 12 LONDON TISSUES,1,12/20/2010 10:14,0.85,,United Kingdom,0.85
579458,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,11/29/2011 14:38,4.95,16549,United Kingdom,4.95
575324,23398,HANGING HEART BONHEUR,12,11/9/2011 13:45,0.85,14240,United Kingdom,10.2
581020,23242,TREASURE TIN BUFFALO BILL,48,12/7/2011 10:12,1.85,17511,United Kingdom,88.8
560773,84877B,GREEN ROUND COMPACT MIRROR,2,7/20/2011 16:17,2.46,,United Kingdom,4.92
567850,23188,VINTAGE  2 METER FOLDING RULER,12,9/22/2011 13:18,1.65,15067,United Kingdom,19.8
569202,23247,BISCUIT TIN 50'S CHRISTMAS,1,9/30/2011 17:22,5.79,,United Kingdom,5.79
568346,22077,6 RIBBONS RUSTIC CHARM,6,9/26/2011 15:28,3.29,14096,United Kingdom,19.74
544323,22616,PACK OF 12 LONDON TISSUES,1,2/17/2011 15:51,0.83,,United Kingdom,0.83
570229,22111,SCOTTIE DOG HOT WATER BOTTLE,1,10/9/2011 13:30,4.95,15756,United Kingdom,4.95
537434,22621,TRADITIONAL KNITTING NANCY,2,12/6/2010 16:57,1.45,,United Kingdom,2.9
537852,22197,SMALL POPCORN HOLDER,13,12/8/2010 15:56,0.85,17340,United Kingdom,11.05
572550,21811,HANGING HEART WITH BELL,7,10/24/2011 17:06,0.83,,United Kingdom,5.81
572762,22960,JAM MAKING SET WITH JARS,6,10/26/2011 9:50,4.25,15240,United Kingdom,25.5
537434,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7,12/6/2010 16:57,1.28,,United Kingdom,8.96
541827,90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,1/21/2011 17:05,3.32,,United Kingdom,3.32
576617,22650,CERAMIC PIRATE CHEST MONEY BANK,1,11/15/2011 16:57,3.29,,United Kingdom,3.29
542629,22629,SPACEBOY LUNCH BOX,24,1/31/2011 9:57,1.95,12731,France,46.8
547387,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/22/2011 16:00,1.95,12539,Spain,19.5
565431,23196,VINTAGE LEAF MAGNETIC NOTEPAD,5,9/4/2011 13:15,1.45,14965,United Kingdom,7.25
564093,22770,MIRROR CORNICE,2,8/23/2011 10:29,14.95,14930,Channel Islands,29.9
574591,23531,WALL ART BIG LOVE,3,11/6/2011 10:47,6.95,15745,United Kingdom,20.85
542103,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,1/25/2011 13:26,1.25,13198,United Kingdom,30
567092,22083,PAPER CHAIN KIT RETROSPOT,6,9/16/2011 12:48,2.95,13196,United Kingdom,17.7
575059,23333,IVORY WICKER HEART MEDIUM,1,11/8/2011 12:25,1.25,14071,United Kingdom,1.25
568591,21930,JUMBO STORAGE BAG SKULLS,10,9/28/2011 10:39,2.08,17088,United Kingdom,20.8
567288,21154,RED RETROSPOT OVEN GLOVE,2,9/19/2011 11:49,1.25,16906,United Kingdom,2.5
538349,90030B,RED KUKUI COCONUT SEED NECKLACE,1,12/10/2010 14:59,5.94,,United Kingdom,5.94
577038,23266,SET OF 3 WOODEN STOCKING DECORATION,6,11/17/2011 13:30,1.25,14796,United Kingdom,7.5
581023,20718,RED RETROSPOT SHOPPER BAG,2,12/7/2011 10:35,3.29,,United Kingdom,6.58
540093,22117,METAL SIGN HER DINNER IS SERVED,2,1/4/2011 15:24,2.95,16725,United Kingdom,5.9
569246,84915,HAND TOWEL PINK FLOWER AND DAISY,1,10/3/2011 9:57,4.13,14096,United Kingdom,4.13
536531,22727,ALARM CLOCK BAKELIKE RED,9,12/1/2010 13:23,3.75,15485,United Kingdom,33.75
571716,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,10/18/2011 17:05,8.29,,United Kingdom,24.87
564489,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,8/25/2011 14:13,4.15,15950,United Kingdom,16.6
541596,72741,GRAND CHOCOLATECANDLE,9,1/19/2011 16:19,1.45,17602,United Kingdom,13.05
558774,21944,KITTENS DESIGN FLANNEL,1,7/4/2011 10:17,0.83,,United Kingdom,0.83
554094,85169C,EAU DE NIL LOVE BIRD CANDLE,1,5/22/2011 12:49,1.25,15716,United Kingdom,1.25
564974,22840,ROUND CAKE TIN VINTAGE RED,1,8/31/2011 15:32,15.79,,United Kingdom,15.79
578539,22559,SEASIDE FLYING DISC,12,11/24/2011 14:55,1.25,,Unspecified,15
536876,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,12/3/2010 11:36,2.51,,United Kingdom,2.51
559330,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,7/7/2011 15:44,3.29,17696,United Kingdom,13.16
552658,22778,GLASS CLOCHE SMALL,1,5/10/2011 14:57,3.95,14534,United Kingdom,3.95
539103,21348,PINK SPOTS CHOCOLATE NESTING BOXES,24,12/16/2010 10:38,2.55,16985,United Kingdom,61.2
569037,82482,WOODEN PICTURE FRAME WHITE FINISH,3,9/30/2011 10:45,2.95,13263,United Kingdom,8.85
543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2/8/2011 14:34,1.25,16713,United Kingdom,15
580115,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,12/1/2011 16:22,2.46,,United Kingdom,2.46
556828,23321,SMALL WHITE HEART OF WICKER,3,6/15/2011 10:39,1.65,17284,United Kingdom,4.95
543166,22846,BREAD BIN DINER STYLE RED,1,2/4/2011 8:27,16.95,13488,United Kingdom,16.95
578065,22468,BABUSHKA LIGHTS STRING OF 10,1,11/22/2011 15:41,13.29,,United Kingdom,13.29
550467,85200,BUNNY EGG BOX,2,4/18/2011 13:36,1.25,18009,United Kingdom,2.5
562454,84510C,SET OF 4 POLKADOT COASTERS,10,8/5/2011 10:31,1.25,15128,United Kingdom,12.5
566018,21533,RETROSPOT LARGE MILK JUG,2,9/8/2011 12:42,4.95,13137,United Kingdom,9.9
546753,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,3/16/2011 13:00,3.75,16383,United Kingdom,7.5
578065,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,11/22/2011 15:41,20.79,,United Kingdom,20.79
566572,22558,CLOTHES PEGS RETROSPOT PACK 24,12,9/13/2011 12:52,1.65,13488,United Kingdom,19.8
573336,20983,12 PENCILS TALL TUBE RED RETROSPOT,4,10/30/2011 11:37,0.85,17372,United Kingdom,3.4
543013,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2/2/2011 13:35,1.46,,United Kingdom,1.46
571508,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,10/17/2011 15:27,1.63,,United Kingdom,1.63
572335,22865,HAND WARMER OWL DESIGN,12,10/24/2011 10:27,2.1,14493,United Kingdom,25.2
553341,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,5/16/2011 12:25,2.95,16293,United Kingdom,17.7
554098,22178,VICTORIAN GLASS HANGING T-LIGHT,6,5/22/2011 13:01,1.25,14769,United Kingdom,7.5
562371,22627,MINT KITCHEN SCALES,2,8/4/2011 14:30,8.5,13709,United Kingdom,17
575087,21790,VINTAGE SNAP CARDS,1,11/8/2011 13:57,0.85,16549,United Kingdom,0.85
573388,23286,BLUE VINTAGE SPOT BEAKER,8,10/30/2011 14:44,0.85,14895,United Kingdom,6.8
549845,23000,TRAVEL CARD WALLET TRANSPORT,11,4/12/2011 14:22,0.42,16729,United Kingdom,4.62
572457,20712,JUMBO BAG WOODLAND ANIMALS,10,10/24/2011 12:44,2.08,12594,Italy,20.8
563229,21135,VICTORIAN  METAL POSTCARD SPRING,1,8/14/2011 15:35,1.69,17988,United Kingdom,1.69
554157,20728,LUNCH BAG CARS BLUE,2,5/23/2011 11:33,1.65,18283,United Kingdom,3.3
544434,90214C,"LETTER ""C"" BLING KEY RING",1,2/18/2011 16:12,0.83,,United Kingdom,0.83
563557,22558,CLOTHES PEGS RETROSPOT PACK 24,12,8/17/2011 13:33,1.65,15786,United Kingdom,19.8
544599,22974,CHILDRENS DOLLY GIRL MUG,1,2/21/2011 18:15,3.29,,United Kingdom,3.29
572553,22123,PING MICROWAVE APRON,1,10/24/2011 17:09,4.13,,United Kingdom,4.13
553739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/19/2011 9:23,2.95,14895,United Kingdom,17.7
558896,22384,LUNCH BAG PINK POLKADOT,1,7/4/2011 15:55,1.65,,United Kingdom,1.65
565665,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,9/5/2011 17:44,1.45,15856,United Kingdom,5.8
554261,21889,WOODEN BOX OF DOMINOES,1,5/23/2011 12:32,1.25,16033,United Kingdom,1.25
574841,22580,ADVENT CALENDAR GINGHAM SACK,3,11/7/2011 11:42,5.95,14156,EIRE,17.85
552779,22729,ALARM CLOCK BAKELIKE ORANGE,4,5/11/2011 12:13,3.75,13013,United Kingdom,15
572058,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,10/20/2011 12:43,8.25,18252,United Kingdom,8.25
580884,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,12/6/2011 12:21,0.29,15907,United Kingdom,1.74
564837,23323,WHITE WICKER STAR,1,8/30/2011 12:40,4.13,,United Kingdom,4.13
543812,21790,VINTAGE SNAP CARDS,1,2/13/2011 14:40,0.85,17472,United Kingdom,0.85
580672,22541,MINI JIGSAW LEAP FROG,3,12/5/2011 14:29,0.19,17920,United Kingdom,0.57
579508,22195,LARGE HEART MEASURING SPOONS,1,11/29/2011 16:33,3.29,,United Kingdom,3.29
576213,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3,11/14/2011 12:47,0.29,18117,United Kingdom,0.87
571676,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,2,10/18/2011 13:29,0.29,16910,United Kingdom,0.58
557136,21441,BLUE BIRDHOUSE DECORATION,12,6/17/2011 9:23,0.85,14911,EIRE,10.2
559032,23241,TREASURE TIN GYMKHANA DESIGN,6,7/5/2011 14:53,2.08,17511,United Kingdom,12.48
546254,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,3/10/2011 14:45,1.25,14727,United Kingdom,15
579559,21899,GARAGE KEY FOB,1,11/30/2011 11:30,0.65,16764,United Kingdom,0.65
568877,22328,ROUND SNACK BOXES SET OF 4 FRUITS,10,9/29/2011 12:31,2.95,14680,United Kingdom,29.5
548740,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,4/4/2011 11:34,2.95,13319,United Kingdom,17.7
565303,22529,MAGIC DRAWING SLATE GO TO THE FAIR,2,9/2/2011 12:17,0.42,,Unspecified,0.84
546896,15056N,EDWARDIAN PARASOL NATURAL,1,3/17/2011 18:24,12.46,,United Kingdom,12.46
566171,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,9/9/2011 12:22,8.5,18118,United Kingdom,8.5
551719,21810,CHRISTMAS HANGING STAR WITH BELL,1,5/3/2011 16:09,2.46,,United Kingdom,2.46
577337,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,11/18/2011 14:51,3.75,15494,United Kingdom,3.75
564322,22355,CHARLOTTE BAG SUKI DESIGN,100,8/24/2011 13:23,0.72,13694,United Kingdom,72
560078,21116,OWL DOORSTOP,3,7/14/2011 16:12,4.95,16040,United Kingdom,14.85
579124,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,11/28/2011 12:14,1.45,15721,United Kingdom,1.45
537769,22834,HAND WARMER BABUSHKA DESIGN,1,12/8/2010 12:17,2.1,15021,United Kingdom,2.1
537434,21723,ALPHABET HEARTS STICKER SHEET,1,12/6/2010 16:57,1.66,,United Kingdom,1.66
572858,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,10/26/2011 12:36,2.95,13571,United Kingdom,5.9
555835,21061,PARTY INVITES FOOTBALL,1,6/7/2011 12:34,0.85,14525,United Kingdom,0.85
572837,23221,REINDEER HEART DECORATION SILVER,12,10/26/2011 12:01,0.83,14754,United Kingdom,9.96
571508,22492,MINI PAINT SET VINTAGE,2,10/17/2011 15:27,1.63,,United Kingdom,3.26
570187,84508C,BLUE CIRCLES DESIGN TEDDY,1,10/7/2011 15:09,4.96,,United Kingdom,4.96
571716,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,10/18/2011 17:05,5.79,,United Kingdom,11.58
560285,22348,TEA BAG PLATE RED RETROSPOT,12,7/18/2011 9:21,0.85,14944,United Kingdom,10.2
561371,21791,VINTAGE HEADS AND TAILS CARD GAME,1,7/26/2011 16:25,2.46,,United Kingdom,2.46
571654,22580,ADVENT CALENDAR GINGHAM SACK,1,10/18/2011 12:17,5.95,18118,United Kingdom,5.95
555515,23283,DOORMAT VINTAGE LEAVES DESIGN,5,6/5/2011 10:47,7.95,17690,United Kingdom,39.75
568701,20719,WOODLAND CHARLOTTE BAG,10,9/28/2011 15:07,0.85,13924,United Kingdom,8.5
572513,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,10/24/2011 14:36,0.85,16728,United Kingdom,0.85
565851,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,9/7/2011 13:06,0.95,14911,EIRE,11.4
574470,23508,MINI PLAYING CARDS DOLLY GIRL,6,11/4/2011 11:56,0.42,12748,United Kingdom,2.52
558475,21749,LARGE RED RETROSPOT WINDMILL,2,6/29/2011 15:58,4.13,,United Kingdom,8.26
544271,21245,GREEN POLKADOT PLATE,8,2/17/2011 11:46,1.69,17083,United Kingdom,13.52
578746,23206,LUNCH BAG APPLE DESIGN,11,11/25/2011 11:36,4.96,,United Kingdom,54.56
576099,23392,SPACEBOY ROCKET LOLLY MAKERS,6,11/14/2011 10:28,2.08,13021,United Kingdom,12.48
546383,21232,STRAWBERRY CERAMIC TRINKET BOX,12,3/11/2011 12:54,1.25,13654,United Kingdom,15
566495,21481,FAWN BLUE HOT WATER BOTTLE,2,9/13/2011 11:14,3.75,15529,United Kingdom,7.5
544461,22675,FRENCH KITCHEN SIGN BLUE METAL,24,2/20/2011 14:08,1.25,13744,United Kingdom,30
580754,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/6/2011 10:05,12.46,,United Kingdom,49.84
567303,23265,SET OF 3 WOODEN TREE DECORATIONS,12,9/19/2011 13:20,1.25,17613,United Kingdom,15
565235,22709,WRAP WEDDING DAY,25,9/2/2011 9:43,0.42,13418,United Kingdom,10.5
561056,22650,CERAMIC PIRATE CHEST MONEY BANK,12,7/24/2011 13:17,1.45,13477,United Kingdom,17.4
546538,82580,BATHROOM METAL SIGN,12,3/14/2011 14:51,0.55,16327,United Kingdom,6.6
576339,84859C,PINK DISCO HANDBAG,1,11/14/2011 15:27,4.13,14096,United Kingdom,4.13
576840,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,11/16/2011 15:23,3.29,,United Kingdom,9.87
572553,21479,WHITE SKULL HOT WATER BOTTLE,1,10/24/2011 17:09,8.29,,United Kingdom,8.29
551342,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,4/28/2011 8:34,0.65,16099,United Kingdom,15.6
540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,1/5/2011 15:56,2.95,15464,United Kingdom,8.85
547552,20712,JUMBO BAG WOODLAND ANIMALS,2,3/23/2011 15:55,4.13,,United Kingdom,8.26
578026,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,11/22/2011 13:29,0.85,17659,United Kingdom,8.5
576189,22367,CHILDRENS APRON SPACEBOY DESIGN,2,11/14/2011 11:33,1.95,14684,United Kingdom,3.9
578354,23569,TRADTIONAL ALPHABET STAMP SET,4,11/24/2011 10:12,4.95,17139,United Kingdom,19.8
577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,11/21/2011 10:02,3.75,14911,EIRE,15
547397,20711,JUMBO BAG TOYS,1,3/22/2011 16:55,4.13,,United Kingdom,4.13
574741,22197,POPCORN HOLDER,8,11/6/2011 16:13,0.85,15993,United Kingdom,6.8
559112,22699,ROSES REGENCY TEACUP AND SAUCER,2,7/6/2011 11:59,2.95,17315,United Kingdom,5.9
566010,22835,HOT WATER BOTTLE I AM SO POORLY,2,9/8/2011 12:05,4.95,13700,United Kingdom,9.9
571214,23002,TRAVEL CARD WALLET SKULLS,11,10/14/2011 12:56,0.42,14390,United Kingdom,4.62
550470,48194,DOORMAT HEARTS,1,4/18/2011 13:49,15.79,,United Kingdom,15.79
575628,22119,PEACE WOODEN BLOCK LETTERS,1,11/10/2011 13:31,6.95,12844,United Kingdom,6.95
552182,22848,BREAD BIN DINER STYLE PINK,1,5/6/2011 13:38,16.95,14180,United Kingdom,16.95
571318,22139,RETROSPOT TEA SET CERAMIC 11 PC,24,10/17/2011 10:50,4.95,17404,Sweden,118.8
559329,22993,SET OF 4 PANTRY JELLY MOULDS,36,7/7/2011 15:41,1.25,15241,United Kingdom,45
576217,23100,SILVER BELLS TABLE DECORATION,1,11/14/2011 12:56,1.25,17081,United Kingdom,1.25
570333,21169,YOU'RE CONFUSING ME METAL SIGN,1,10/10/2011 12:19,1.69,18126,United Kingdom,1.69
537351,21219,SET/4 BADGES BALLOON GIRL,10,12/6/2010 12:23,1.25,16898,United Kingdom,12.5
560555,20984,12 PENCILS TALL TUBE POSY,2,7/19/2011 13:01,0.29,14178,United Kingdom,0.58
562282,23232,WRAP VINTAGE LEAF DESIGN,50,8/4/2011 10:38,0.42,13098,United Kingdom,21
573553,85049e,SCANDINAVIAN REDS RIBBONS,1,10/31/2011 13:48,3.29,,United Kingdom,3.29
555149,23084,RABBIT NIGHT LIGHT,2,5/31/2011 15:49,4.13,,United Kingdom,8.26
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,12/1/2010 14:03,7.95,15165,United Kingdom,15.9
574336,23389,SPACEBOY MINI BACKPACK,4,11/4/2011 9:52,4.15,12397,Belgium,16.6
562688,20728,LUNCH BAG CARS BLUE,4,8/8/2011 13:53,1.65,13869,United Kingdom,6.6
562199,21232,STRAWBERRY CERAMIC TRINKET BOX,2,8/3/2011 12:20,1.25,12748,United Kingdom,2.5
576329,22679,FRENCH BLUE METAL DOOR SIGN 4,1,11/14/2011 15:22,2.46,,United Kingdom,2.46
568137,21731,RED TOADSTOOL LED NIGHT LIGHT,24,9/25/2011 10:34,1.65,12488,France,39.6
538524,22502,PICNIC BASKET WICKER SMALL,2,12/13/2010 9:35,8.47,,United Kingdom,16.94
579512,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,11/29/2011 16:47,0.83,,United Kingdom,0.83
577768,22753,SMALL YELLOW BABUSHKA NOTEBOOK,1,11/21/2011 15:18,1.63,,United Kingdom,1.63
575066,23487,SWEET HEART CAKE CARRIER,1,11/8/2011 12:42,9.95,13668,United Kingdom,9.95
559807,23160,REGENCY TEA SPOON,1,7/12/2011 14:48,1.25,17841,United Kingdom,1.25
565409,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,9/4/2011 11:15,1.25,16761,United Kingdom,30
541592,85129D,BEADED CRYSTAL HEART PINK SMALL,2,1/19/2011 15:08,2.46,,United Kingdom,4.92
575219,21509,COWBOYS AND INDIANS BIRTHDAY CARD,72,11/9/2011 11:17,0.36,17511,United Kingdom,25.92
548470,22139,RETROSPOT TEA SET CERAMIC 11 PC,12,3/31/2011 12:36,4.95,12782,Portugal,59.4
569326,22634,CHILDS BREAKFAST SET SPACEBOY,8,10/3/2011 12:47,8.5,14360,United Kingdom,68
547042,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,3/20/2011 11:00,10.79,,United Kingdom,10.79
570465,22551,PLASTERS IN TIN SPACEBOY,1,10/10/2011 16:02,3.29,,United Kingdom,3.29
569246,84988,SET OF 72 PINK HEART PAPER DOILIES,1,10/3/2011 9:57,2.92,14096,United Kingdom,2.92
550130,90185C,BLACK DIAMANTE EXPANDABLE RING,6,4/14/2011 13:17,4.25,14390,United Kingdom,25.5
554507,21206,STRAWBERRY HONEYCOMB  GARLAND,12,5/24/2011 15:29,1.65,15513,United Kingdom,19.8
572703,22055,MINI CAKE STAND  HANGING STRAWBERY,1,10/25/2011 14:35,1.65,16110,United Kingdom,1.65
549844,21899,"KEY FOB , GARAGE DESIGN",7,4/12/2011 14:17,0.65,12854,United Kingdom,4.55
550123,22029,SPACEBOY BIRTHDAY CARD,12,4/14/2011 12:39,0.42,,United Kingdom,5.04
560366,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,7/18/2011 12:19,4.25,16859,United Kingdom,17
537395,21175,GIN + TONIC DIET METAL SIGN,2,12/6/2010 14:05,2.1,15356,United Kingdom,4.2
541265,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,1/16/2011 16:23,1.95,17609,United Kingdom,3.9
566276,22705,WRAP GREEN PEARS,25,9/11/2011 14:00,0.42,13450,United Kingdom,10.5
558111,23091,ZINC HERB GARDEN CONTAINER,1,6/26/2011 16:06,6.25,17114,United Kingdom,6.25
573137,23198,PANTRY MAGNETIC  SHOPPING LIST,1,10/27/2011 17:15,3.29,,United Kingdom,3.29
578953,20752,BLUE POLKADOT WASHING UP GLOVES,2,11/27/2011 14:50,2.1,13546,United Kingdom,4.2
538999,22423,REGENCY CAKESTAND 3 TIER,16,12/15/2010 12:09,10.95,16003,United Kingdom,175.2
572185,22382,LUNCH BAG SPACEBOY DESIGN,1,10/21/2011 10:52,4.96,,United Kingdom,4.96
566874,22355,CHARLOTTE BAG SUKI DESIGN,2,9/15/2011 13:32,0.85,,United Kingdom,1.7
574721,23512,EMBROIDERED RIBBON REEL ROSIE,1,11/6/2011 14:43,2.08,17920,United Kingdom,2.08
